Date,AMZN,GE,GOOGL,HSY,MMM,MSFT,SHY
2012-11-04,11.315500259399414,80.15479278564453,16.53240966796875,52.87339401245117,50.03403854370117,23.15154457092285,71.37265014648438
2012-11-11,11.261500358581545,76.91044616699219,16.137197494506836,53.91808319091797,49.85940170288086,21.296525955200195,71.39797973632812
2012-11-18,11.994000434875488,80.30748748779297,16.655588150024414,54.41413879394531,50.86222457885742,22.426897048950195,71.36419677734375
2012-11-25,12.602499961853027,80.65101623535156,17.41360092163086,55.38844680786133,51.57945251464844,21.552492141723636,71.38111114501953
2012-12-02,12.66349983215332,81.91056823730469,17.06052589416504,54.63247299194336,51.89703369140625,21.42294692993164,71.38951110839844
2012-12-09,12.459500312805176,82.52127075195312,17.503116607666016,55.95538711547852,52.33372116088867,21.706317901611328,71.41488647460938
2012-12-16,12.845999717712402,79.69678497314453,17.84397315979004,55.46402740478516,52.79874801635742,22.224489212036133,71.37261962890625
2012-12-23,12.258999824523926,78.72932434082031,17.45449447631836,54.00504302978516,52.05016708374024,21.49580955505371,71.38111877441406
2012-12-30,12.957500457763672,81.6566390991211,18.401012420654297,56.34849548339844,54.08611679077149,21.649646759033203,71.39036560058594
2013-01-06,13.397000312805176,81.38703918457031,18.451379776000977,57.54288864135742,54.60219192504883,21.722511291503903,71.40733337402344
2013-01-13,13.605999946594238,84.89210510253906,17.566701889038086,59.17573928833008,55.99729537963867,22.062557220458984,71.40733337402344
2013-01-20,14.19950008392334,85.85501098632812,18.7924861907959,58.85066604614258,57.046485900878906,22.57262420654297,71.39036560058594
2013-01-27,13.25,87.1260986328125,19.33930206298828,60.58179473876953,57.59658432006836,22.61310768127441,71.38197326660156
2013-02-03,13.09749984741211,86.66388702392578,19.58291244506836,60.63473510742188,58.220401763916016,22.30544662475586,71.44200134277344
2013-02-10,13.25450038909912,89.70672607421875,19.77042388916016,61.17900848388672,58.543643951416016,22.677879333496094,71.40817260742188
2013-02-17,13.270999908447266,90.09193420410156,19.940475463867188,61.405799865722656,59.08209228515625,22.475475311279297,71.42500305175781
2013-02-24,13.286999702453612,90.05242156982422,20.102052688598636,63.41341400146485,59.21332550048828,22.816659927368164,71.45040893554688
2013-03-03,13.709500312805176,92.30471801757812,20.7336483001709,64.07454681396484,60.32033920288086,22.85747337341309,71.43184661865234
2013-03-10,13.090999603271484,91.02325439453124,20.304271697998047,63.75538635253906,60.71406936645508,22.89012718200684,71.4487533569336
2013-03-17,12.887499809265137,90.75144958496094,20.204782485961918,65.28276824951172,60.72548294067383,23.06155586242676,71.44023132324219
2013-03-24,13.32450008392334,89.7806625366211,19.80283737182617,66.5138168334961,60.6627197265625,23.35544204711914,71.47418975830078
2013-03-31,12.77400016784668,89.04281616210938,19.52506446838379,64.92561340332031,60.36028289794922,23.428916931152344,71.48263549804688
2013-04-07,13.643500328063965,91.1009292602539,19.699607849121094,65.74628448486328,61.444454193115234,23.50238037109375,71.48941040039062
2013-04-14,13.015999794006348,84.46057891845703,19.944467544555664,68.67951965332031,60.32033920288086,24.302391052246094,71.49789428710938
2013-04-21,12.740500450134276,86.24685668945312,19.983116149902344,66.54419708251953,59.22475051879883,25.951396942138672,71.51475524902344
2013-04-28,12.90250015258789,87.64482879638672,21.087718963623047,68.05641174316406,61.53006362915039,27.33917617797852,71.48941040039062
2013-05-05,13.181500434875488,88.92630767822266,21.94821548461914,66.79498291015625,63.04219818115234,26.68610382080078,71.49525451660156
2013-05-12,13.494999885559082,91.1009292602539,22.67007064819336,68.46675872802734,63.56145858764648,28.465723037719727,71.4868392944336
2013-05-19,13.086999893188477,91.37276458740234,21.775915145874023,67.82083129882812,62.92235565185547,28.172088623046875,71.46985626220703
2013-05-26,13.460000038146973,90.5572738647461,21.723552703857425,68.03751373291016,63.28112030029297,28.68999671936035,71.42760467529297
2013-06-02,13.843500137329102,92.65422821044922,21.93574523925781,68.32000732421875,63.76317596435547,29.32297134399414,71.42760467529297
2013-06-09,13.69950008392334,91.33391571044922,21.818803787231445,68.06804656982422,63.71728515625,28.278955459594727,71.48431396484375
2013-06-16,13.66800022125244,90.71261596679688,21.96566772460937,66.16688537597656,62.89086532592773,27.35002326965332,71.33191680908203
2013-06-23,13.884499549865724,90.7716293334961,21.951704025268555,68.16727447509766,62.75314331054688,28.394044876098636,71.35729217529297
2013-06-30,14.293999671936035,90.96737670898438,22.278846740722656,68.73230743408203,64.00992584228516,28.122766494750977,71.29804229736328
2013-07-07,15.3774995803833,93.00279998779295,23.01466941833496,70.00740051269531,66.07589721679688,29.32297134399414,71.3716812133789
2013-07-14,15.261500358581545,96.76049041748048,22.356393814086918,70.75566864013672,66.67845916748047,25.81277084350586,71.46485900878906
2013-07-21,15.600500106811523,96.48648834228516,22.07588195800781,72.12237548828125,67.09163665771484,25.99361801147461,71.47335815429688
2013-07-28,15.21049976348877,96.6821746826172,22.6049919128418,74.23738098144531,67.86637115478516,26.215579986572266,71.48178100585938
2013-08-04,14.86299991607666,94.92076873779295,22.202051162719727,74.4816665649414,67.89507293701172,26.881444931030277,71.48004913330078
2013-08-11,14.241000175476074,93.74649810791016,21.366737365722656,72.66445922851562,66.51203155517578,26.14159774780273,71.42930603027344
2013-08-18,14.500499725341797,93.0810775756836,21.69836807250977,72.89350891113281,65.65122985839844,28.76798248291016,71.36148071289062
2013-08-25,14.048999786376951,90.5759506225586,21.11714172363281,70.56524658203125,65.54122161865234,27.65036964416504,71.40380096435547
2013-09-01,14.79300022125244,90.65420532226562,21.9320068359375,69.63662719726562,66.38372039794922,25.787702560424805,71.29376983642578
2013-09-08,14.895999908447266,93.0810775756836,22.168636322021484,70.28128051757812,68.43801879882812,27.34406852722168,71.33434295654297
2013-09-15,15.81700038909912,93.98131561279295,22.51871681213379,71.83145904541016,69.25165557861328,27.145387649536133,71.48689270019531
2013-09-22,15.80049991607666,94.8629379272461,21.85246467590332,71.37104034423828,69.3728256225586,27.542747497558597,71.54620361328125
2013-09-29,15.95199966430664,94.8629379272461,21.75172996520996,70.42711639404297,68.89966583251953,28.047739028930664,71.51229858398438
2013-10-06,15.544500350952148,96.24347686767578,21.742752075195312,72.10005950927734,69.6613540649414,28.25470352172852,71.49365234375
2013-10-13,16.446500778198242,100.779541015625,25.219139099121094,73.69635009765625,70.88468933105469,28.941822052001957,71.5444564819336
2013-10-20,18.16950035095215,102.0811996459961,25.313640594482425,74.52517700195312,71.79644012451172,29.579280853271484,71.58687591552734
2013-10-27,17.950000762939453,104.68450927734376,25.608867645263672,76.13677215576172,72.65047454833984,29.4137020111084,71.5699462890625
2013-11-03,17.515499114990234,106.69615173339844,25.33433723449707,74.86285400390625,73.85652923583984,31.2763786315918,71.58604431152344
2013-11-10,18.458499908447266,107.28783416748048,25.771440505981445,75.637939453125,74.92982482910156,31.326051712036133,71.62838745117188
2013-11-17,18.61549949645996,106.81446075439452,25.72980117797852,73.89586639404297,75.6049575805664,31.102540969848636,71.66228485107422
2013-11-24,19.68099975585937,105.15784454345705,26.420490264892575,74.73802947998047,77.4198226928711,31.80552101135254,71.67925262451172
2013-12-01,19.34749984741211,106.26229858398438,26.676816940307617,74.94629669189453,74.57843017578125,31.997371673583984,71.60295867919922
2013-12-08,19.21199989318848,105.86783599853516,26.450410842895508,73.15669250488281,73.31426239013672,30.604366302490234,71.61060333251953
2013-12-15,20.11000061035156,107.9188995361328,27.44355773925781,74.28289031982422,79.28125762939453,30.69613075256348,71.5597152709961
2013-12-22,19.90399932861328,110.66097259521484,27.88689422607422,74.26747131347656,80.80631256103516,31.104848861694336,71.53427124023438
2013-12-29,19.82200050354004,109.269287109375,27.552770614624023,73.90492248535156,80.2844467163086,30.78787612915039,71.56060028076172
2014-01-05,19.882999420166016,107.20159149169922,28.180625915527344,75.48625183105469,78.96810913085938,30.06219482421875,71.58602142333984
2014-01-12,19.980499267578125,105.69058990478516,28.688045501708984,76.04161834716797,79.62336730957031,30.34579849243164,71.5775146484375
2014-01-19,19.3799991607666,99.20919036865234,28.022293090820312,75.68680572509766,75.51203918457031,30.7044677734375,71.62842559814453
2014-01-26,17.934499740600586,99.9249267578125,29.447057723999023,76.6741714477539,74.33486938476562,31.563621520996094,71.69628143310547
2014-02-02,18.054000854492188,100.16350555419922,29.35903549194336,77.43010711669922,75.57583618164062,30.495929718017575,71.69628143310547
2014-02-09,17.86750030517578,102.3504638671875,29.991378784179688,81.2098159790039,76.61380767822266,31.380102157592773,71.69029998779297
2014-02-16,17.33799934387207,99.16942596435548,30.016063690185547,83.07648468017578,76.79617309570312,31.680397033691406,71.70726013183594
2014-02-23,18.104999542236328,102.1617202758789,30.311790466308597,81.99554443359375,78.64063262939453,32.195289611816406,71.72422790527344
2014-03-02,18.60300064086914,104.80902862548828,30.290346145629883,81.8560562133789,78.27875518798828,31.850740432739254,71.62246704101562
2014-03-09,18.687000274658203,100.71774291992188,29.243337631225582,82.28998565673828,75.78054809570312,31.68265914916992,71.69709014892578
2014-03-16,18.0310001373291,101.8809585571289,29.49867057800293,81.23619079589844,77.70088195800781,33.75001525878906,71.58674621582031
2014-03-23,16.914499282836914,103.80624389648438,27.930532455444336,79.99642181396484,78.3312759399414,33.86765670776367,71.6037826538086
2014-03-30,16.149999618530273,104.36779022216795,27.16402816772461,79.7872085571289,79.30022430419922,33.506309509277344,71.63771057128906
2014-04-06,15.58650016784668,102.00130462646484,26.79088020324707,76.18412017822266,77.27478790283203,32.95163345336914,71.7403335571289
2014-04-13,16.245500564575195,106.53376770019533,27.068872451782227,77.95854949951172,80.39169311523438,33.62394332885742,71.68946075439453
2014-04-20,15.191499710083008,106.69422912597656,26.060529708862305,74.66539764404297,79.70878601074219,33.53993225097656,71.6809310913086
2014-04-27,15.400500297546388,107.01510620117188,26.597082138061523,75.14582061767578,81.78669738769531,33.35503387451172,71.6979751586914
2014-05-04,14.612000465393066,105.97223663330078,26.23589324951172,74.40966033935547,82.49883270263672,33.228973388671875,71.76665496826172
2014-05-11,14.885000228881836,106.97500610351562,26.319589614868164,74.86685943603516,82.37622833251953,33.472694396972656,71.81763458251953
2014-05-18,15.612000465393066,106.333251953125,28.088178634643555,75.19226837158203,82.38208770751953,33.95424270629883,71.80911254882812
2014-05-25,15.6274995803833,107.45631408691406,28.47926139831543,75.80199432373047,83.71553039550781,34.64822769165039,71.85159301757812
2014-06-01,16.48349952697754,109.02063751220705,28.199275970458984,76.40943145751953,84.94290161132812,35.105247497558594,71.78366088867188
2014-06-08,16.313499450683594,108.4590835571289,27.916303634643555,76.03562927246094,84.19121551513672,34.89366912841797,71.74370574951172
2014-06-15,16.209999084472656,108.17833709716795,28.22368812561035,77.97470092773438,85.248291015625,35.2745246887207,71.71826171875
2014-06-22,16.228500366210938,106.88684844970705,29.17872428894043,75.47494506835938,84.385009765625,35.75690078735352,71.78620910644531
2014-06-29,16.874500274658203,108.62584686279295,29.54688835144043,75.24911499023438,85.39513397216797,35.37606430053711,71.70977783203125
2014-07-06,17.309999465942383,107.37215423583984,29.226551055908203,75.10891723632812,84.7491226196289,35.62149429321289,71.79041290283203
2014-07-13,17.933000564575195,107.0081787109375,30.146217346191406,73.08424377441406,85.05448913574219,37.82194137573242,71.739501953125
2014-07-20,16.20050048828125,104.298583984375,29.795988082885746,72.05630493164062,85.22480773925781,37.66113662719727,71.75645446777344
2014-07-27,15.352999687194824,102.51914978027344,28.57640647888184,69.38526153564453,82.28258514404297,36.273170471191406,71.80743408203125
2014-08-03,15.84000015258789,103.7728500366211,28.79262351989746,70.3976058959961,82.7171401977539,36.5609245300293,71.83885192871094
2014-08-10,16.681499481201172,103.6919937133789,29.080081939697266,71.19190216064453,83.34552764892578,37.90657043457031,71.88983917236328
2014-08-17,16.579500198364258,105.75448608398438,29.519989013671875,71.63577270507812,84.64337921142578,38.21123123168945,71.80489349365234
2014-08-24,16.95199966430664,105.06696319580078,29.012826919555664,71.60851287841797,85.07128143310547,38.68836212158203,71.87284088134766
2014-08-31,17.319000244140625,105.5522689819336,29.781042098999023,70.95054626464844,85.189453125,39.09711456298828,71.82188415527344
2014-09-07,16.559499740600586,104.6221160888672,29.13936996459961,72.58759307861328,85.03585052490234,39.76987838745117,71.76068115234375
2014-09-14,16.56599998474121,106.3206558227539,30.16066551208496,73.51972198486328,86.66049194335938,40.46818542480469,71.76068115234375
2014-09-21,16.160499572753906,104.52688598632812,29.288827896118164,73.01058959960938,84.13788604736328,39.522911071777344,71.82015991210938
2014-09-28,16.136999130249023,103.58887481689452,29.206623077392575,73.38658142089844,82.80864715576172,39.25040817260742,71.79469299316406
2014-10-05,15.569499969482422,98.98040771484376,27.65923309326172,73.01841735839844,79.06314086914062,37.49608612060547,72.04120635986328
2014-10-12,15.182000160217283,101.22344207763672,26.054052352905277,72.0706558227539,81.17219543457031,37.155460357666016,72.11772918701172
2014-10-19,14.352999687194824,104.56765747070312,27.34586906433105,73.7312240600586,87.78295135498047,39.28447341918945,72.10922241210938
2014-10-26,15.27299976348877,105.26100158691406,28.290943145751957,75.12549591064453,90.84314727783205,39.98278045654297,72.00718688964844
2014-11-02,14.993000030517578,107.70796966552734,27.49134063720703,75.53279113769531,92.48551177978516,41.45605850219727,71.9817123413086
2014-11-09,16.391000747680664,107.911865234375,27.65923309326172,75.24299621582031,93.84425354003906,42.22248458862305,72.02330780029297
2014-11-16,16.631500244140625,110.07340240478516,27.195913314819336,75.4231185913086,94.6181869506836,40.85992050170898,72.03186798095703
2014-11-23,16.93199920654297,108.03424835205078,27.354835510253903,78.99195861816406,95.0844268798828,40.97195816040039,72.0828628540039
2014-11-30,15.631500244140623,106.0766143798828,26.30862808227539,78.61384582519531,96.3792495727539,41.49471282958984,71.88729858398438
2014-12-07,15.366000175476074,101.50894927978516,25.9813175201416,77.60558319091797,93.32042694091795,40.2349739074707,72.0224609375
2014-12-14,14.994999885559082,104.48609161376952,25.908082962036133,82.92265319824219,98.2858428955078,40.84341430664063,71.85234832763672
2014-12-21,15.454500198364258,106.12845611572266,26.978200912475582,83.8206787109375,98.74910736083984,41.03194046020508,71.77574920654297
2014-12-28,15.425999641418455,103.16446685791016,26.38186454772949,81.6938247680664,97.44242095947266,40.0721321105957,71.94853210449219
2015-01-04,14.846500396728516,98.9242706298828,24.94556999206543,83.8206787109375,95.9931869506836,40.44062805175781,72.06768798828125
2015-01-11,14.536999702453612,97.11290740966795,25.43081283569336,87.16845703125,96.2188949584961,39.62651443481445,72.23787689208984
2015-01-18,15.619500160217283,100.77677154541016,26.999624252319336,85.5615005493164,97.41866302490234,40.43205261230469,72.21231842041016
2015-01-25,17.726499557495117,98.34791564941406,26.780420303344727,80.51226043701172,96.39710998535156,34.621768951416016,72.32300567626953
2015-02-01,18.714000701904297,100.94143676757812,26.59758186340332,83.12744903564453,98.63622283935548,36.34429168701172,72.02507781982422
2015-02-08,19.09149932861328,103.53498077392578,27.45846176147461,83.5134506225586,98.55902099609376,37.59547805786133,72.06160736083984
2015-02-15,19.183000564575195,103.78197479248048,26.992151260375977,84.4744644165039,100.47491455078124,37.58690643310547,72.06160736083984
2015-02-22,19.007999420166016,107.97654724121094,28.029890060424805,81.74896240234375,100.7916488647461,37.84576034545898,72.11267852783203
2015-03-01,19.004499435424805,105.60842895507812,28.541534423828125,78.8893051147461,98.22777557373048,36.55978775024414,71.97649383544922
2015-03-08,18.52899932861328,104.02971649169922,27.550127029418945,79.07134246826172,97.25960540771484,35.713985443115234,72.0794677734375
2015-03-15,18.92449951171875,105.52533721923828,28.145469665527344,80.82091522216797,99.50074005126952,37.00858688354492,72.19869995117188
2015-03-22,18.527999877929688,103.28189086914062,27.77680778503418,80.6625747680664,97.71380615234376,35.3601188659668,72.24134063720703
2015-03-29,18.612499237060547,103.61425018310548,26.96773910522461,79.76011657714844,97.29548645019533,34.773231506347656,72.28389739990234
2015-04-05,19.13249969482422,118.44593811035156,27.32793617248535,79.23761749267578,99.84738159179688,36.007415771484375,72.28135681152344
2015-04-12,18.777999877929688,113.21125793457033,26.54078483581543,79.38008117675781,96.64407348632812,35.92111587524414,72.35797882080078
2015-04-19,22.2549991607666,111.34171295166016,28.57939910888672,74.91510772705078,95.01846313476562,41.31533050537109,72.35797882080078
2015-04-26,21.14349937438965,113.46054077148438,27.45846176147461,74.09970092773438,94.2355728149414,41.99715423583984,72.2557601928711
2015-05-03,21.684499740600582,113.66825103759766,27.348360061645508,74.76470947265625,95.98065948486328,41.21175384521485,72.31964111328125
2015-05-10,21.299999237060547,113.29435729980467,27.22580337524414,76.14219665527344,97.5942840576172,41.68646240234375,72.36225891113281
2015-05-17,21.381500244140625,114.9977035522461,27.6258544921875,74.04429626464844,96.20777893066406,40.4781379699707,72.27702331542969
2015-05-24,21.46150016784668,113.29435729980467,27.16751480102539,73.92987823486328,95.6734619140625,40.706451416015625,72.34526824951172
2015-05-31,21.34749984741211,113.37743377685548,27.377256393432617,72.34553527832031,94.47061157226562,40.08100509643555,72.1747817993164
2015-06-07,21.496000289916992,113.7928695678711,27.274629592895508,72.48090362548828,95.0479965209961,39.9333381652832,72.1977310180664
2015-06-14,21.746000289916992,113.1697235107422,27.77531242370605,70.88858032226562,95.5952606201172,40.04625701904297,72.34269714355469
2015-06-21,21.905000686645508,113.50384521484376,27.553117752075195,70.49847412109375,94.47663879394533,39.31656265258789,72.24889373779297
2015-06-28,21.885499954223636,112.20498657226562,27.268150329589844,71.68473052978516,93.44818115234376,38.56951141357422,72.3853530883789
2015-07-05,22.175500869750977,110.06813049316406,27.705066680908203,73.14168548583984,93.1895980834961,38.75191879272461,72.3836441040039
2015-07-12,24.15049934387207,114.13233184814452,34.85464859008789,72.85508728027344,94.23604583740234,40.49797058105469,72.3580551147461
2015-07-19,26.47100067138672,107.88941192626952,32.6202507019043,71.8121337890625,89.80960845947266,39.90726852416992,72.3409423828125
2015-07-26,26.8075008392334,109.35587310791016,32.75625991821289,73.95374298095703,91.01846313476562,40.56747055053711,72.40074157714844
2015-08-02,26.131000518798828,108.0570068359375,33.099510192871094,71.43795776367188,89.54499816894531,40.60221862792969,72.27274322509766
2015-08-09,26.576000213623047,109.27207946777344,34.343997955322266,72.72769165039062,89.1781234741211,40.82807540893555,72.30509948730469
2015-08-16,24.723499298095703,103.02913665771484,32.08518981933594,71.27073669433594,85.45535278320312,37.41415023803711,72.45870208740234
2015-08-23,25.90049934387207,105.41739654541016,32.86536407470703,72.27217102050781,87.33395385742188,38.412872314453125,72.39046478271484
2015-08-30,24.950000762939453,100.55712890625,31.33441162109375,71.88756561279297,84.6874771118164,37.25864791870117,72.38188934326172
2015-09-06,26.472000122070312,104.5374984741211,32.64665603637695,73.0814208984375,85.54742431640625,38.01937484741211,72.42463684082031
2015-09-13,27.01300048828125,103.90902709960938,32.9266357421875,74.08296966552734,84.55424499511719,38.01937484741211,72.49291229248047
2015-09-20,26.212499618530277,105.34622955322266,31.891889572143555,74.16307830810547,84.51789855957031,38.42161178588867,72.47587585449219
2015-09-27,26.62700080871582,107.67129516601562,32.7308464050293,75.56525421142578,86.7222900390625,39.84690856933594,72.64669036865234
2015-10-04,26.989999771118164,118.6624526977539,33.44077682495117,77.36808013916016,90.77982330322266,41.1934928894043,72.58687591552734
2015-10-11,28.538000106811523,122.50940704345705,34.64042282104492,76.34247589111328,90.0531234741211,41.543251037597656,72.6210708618164
2015-10-18,29.951499938964844,124.74990844726562,35.83658981323242,76.65494537353516,94.34683990478516,46.2301139831543,72.59542846679688
2015-10-25,31.295000076293945,122.25572967529295,36.736324310302734,71.06227111816406,95.20677185058594,46.02898406982422,72.47582244873047
2015-11-01,32.96849822998047,126.48308563232422,37.94245910644531,69.03512573242188,96.44827270507812,48.02263641357422,72.24517822265625
2015-11-08,32.11750030517578,128.00497436523438,36.86984634399414,67.16021728515625,94.26203918457033,46.20387268066406,72.36555480957031
2015-11-15,33.42250061035156,129.61135864257812,38.70967483520508,67.77717590332031,96.26055145263672,47.38431930541992,72.29713439941406
2015-11-22,33.66299819946289,128.3431854248047,38.459083557128906,69.70818328857422,96.30780792236328,47.47482299804688,72.31428527832031
2015-11-29,33.63199996948242,128.89276123046875,38.81977462768555,69.78852844238281,96.44800567626952,49.21783828735352,72.2544174194336
2015-12-06,32.00749969482422,127.92041015625,37.38547134399414,70.53888702392578,94.38153839111328,47.58926773071289,72.34078216552734
2015-12-13,33.207000732421875,128.00497436523438,37.705814361572266,71.61193084716797,89.55972290039062,47.6508903503418,72.28092956542969
2015-12-20,33.13949966430664,131.30482482910156,38.153690338134766,72.87055969238281,92.16265869140624,49.00656127929688,72.22106170654297
2015-12-27,33.79449844360352,132.66770935058594,38.75999450683594,72.02340698242188,91.82737731933594,48.83930206298828,72.18083953857422
2016-01-03,30.352500915527344,121.16846466064452,36.41350173950195,68.51380157470703,85.6401138305664,46.066349029541016,72.35198974609375
2016-01-10,28.50900077819824,121.33881378173828,35.39618682861328,67.22291564941406,84.54287719726562,44.8867301940918,72.50598907470703
2016-01-17,29.819000244140625,120.27407836914062,37.13836669921875,68.78004455566406,85.048828125,46.03113555908203,72.51453399658203
2016-01-24,29.350000381469727,123.9367904663086,37.93000030517578,71.0875015258789,92.0468292236328,48.495975494384766,72.65142059326172
2016-01-31,25.10650062561035,121.55176544189452,35.06089782714844,70.75669860839844,93.552490234375,44.15608596801758,72.68566131591797
2016-02-07,25.35400009155273,120.3592529296875,35.216835021972656,72.37031555175781,93.8511962890625,44.45538330078125,72.76701354980469
2016-02-14,26.7450008392334,123.5960693359375,35.9750862121582,73.44336700439453,96.05809020996094,45.61738204956055,72.7327651977539
2016-02-21,27.761499404907227,125.2144546508789,36.11208724975586,73.11257934570312,97.175537109375,45.48386764526367,72.68995666503906
2016-02-28,28.756999969482425,130.76759338378906,36.37912368774414,75.66625213623047,98.28073120117188,46.1311149597168,72.56153106689453
2016-03-06,28.480499267578125,130.25238037109375,37.108978271484375,75.292724609375,99.39202117919922,47.053199768066406,72.49891662597656
2016-03-13,27.60400009155273,132.7423858642578,37.634071350097656,73.87977600097656,101.5102767944336,47.425575256347656,72.67877960205078
2016-03-20,29.147499084472656,133.55813598632812,37.60567855834961,73.1407699584961,100.97611236572266,48.06393432617188,72.63595581054688
