Date,equal_weight,sample+min_variance,sample+convex,sample+gp_bayesopt,ledoit_wolf+min_variance,ledoit_wolf+convex,ledoit_wolf+gp_bayesopt,bayes_stein+min_variance,bayes_stein+convex,bayes_stein+gp_bayesopt,niw_predictive+min_variance,niw_predictive+convex,niw_predictive+gp_bayesopt,black_litterman+min_variance,black_litterman+convex,black_litterman+gp_bayesopt
2015-01-04,-0.016870935173298074,-0.001358485820624461,0.0009685629903742378,0.0035191689126579315,-0.0021739938848999154,0.0007148927456043369,-0.0027858444131406536,-0.001358485820624469,0.0009932940306354699,0.0030564246935250988,-0.0014017020907734895,0.0009603900554959442,-0.00016254463622460222,-0.0021891768067673666,-0.0050111594356351714,0.001114137187411482
2015-01-11,0.0008878882131909565,0.009244227327273999,0.009356402617324965,0.013035557288864222,0.008766312356553254,0.009475146554283437,0.01098967837678113,0.009244227327273992,0.009447001402434279,0.015025002086440413,0.0092207357510639,0.0093830505400001,0.00979521526352869,0.008772499605086833,-0.0033870936446487535,0.0002753746506324985
2015-01-18,0.025749476415668496,0.0039272222981666,0.0012076035224635054,-0.0011465316595690635,0.004438790799362749,0.0015341795707723913,0.00578605283082062,0.003927222298166614,0.00122431296882045,-0.00221246803106823,0.003953479422450964,0.001229019626533846,0.00165067115147393,0.004454738404739127,0.014071244892865173,0.009913601816182688
2015-01-25,-0.015696234190078307,-0.029639200867577747,-0.02577795384349476,-0.030119923217940252,-0.02816474259866887,-0.025854905583279367,-0.026956683281072872,-0.029639200867577757,-0.025920624506580642,-0.022793005753648645,-0.02955085262893146,-0.02581416674546367,-0.023808371091556056,-0.02815407485688729,-0.0684661175199763,-0.0721682771579524
2015-02-01,0.025290371089700336,0.01516943411919874,0.01541491648979922,0.018786454623051275,0.014883197084209049,0.015211477809239734,0.023597477159040856,0.015169434119198747,0.015392238782305686,0.017179437415631604,0.015151531601979955,0.015398862780738834,0.01614648329596894,0.014870827628628343,0.03401824550607362,0.03505056539523219
2015-02-08,0.016519078294312567,0.007633410360042246,0.003428817682046644,0.0032434393164768593,0.007412926106627514,0.0036889605658793605,0.0056735138087241135,0.007633410360042262,0.003505419142854353,0.0015960514557976234,0.007616297028980327,0.0034600545430919427,0.002858791777829357,0.007420991675697807,0.0158975630837318,0.01375117594611229
2015-02-15,0.0030131391125608354,0.004905886529468119,0.00832549246283692,0.009763254670322243,0.005094721108748021,0.00804349666184272,0.010784387232263633,0.004905886529468111,0.00824294295341801,0.010289724809402427,0.0049192969743627225,0.008291754861596565,0.009396667194276207,0.005084235562581434,0.008940324375566515,0.01017309585001917
2015-02-22,0.006280755144188899,-0.0015186533046849795,-0.005147032581586513,-0.00868127253464772,-0.0009180773360619641,-0.0049044869380753305,-0.005566760298003091,-0.0015186533046849691,-0.005158441667440394,-0.009487370112501468,-0.0014900955586957258,-0.005136453667357474,-0.005085108101728206,-0.0009064692110859396,0.004618748655360008,-0.002197323444463759
2015-03-01,-0.013530958091903453,-0.016811712063441567,-0.018274030653896104,-0.021513811595666083,-0.016591527875402412,-0.01795362996755303,-0.022550233428060416,-0.016811712063441567,-0.01822137292110033,-0.02069727846819606,-0.016798523733351958,-0.018244927790116085,-0.019033338162402096,-0.016575122922242398,-0.029226106502361994,-0.030250503826228535
2015-03-08,-0.015377895593593182,-0.004814327331262595,-0.0037880798145241987,-0.0032838081102069916,-0.004965629631057336,-0.0039881821773475185,-0.007158831565699107,-0.004814327331262604,-0.003813569951911854,-0.0022520688833970906,-0.004822711657416042,-0.0038046251518111304,-0.004078821568011319,-0.004974822377953668,-0.01350259452512625,-0.012756190973018227
2015-03-15,0.019834657547523924,0.013994872619955218,0.0149599592449752,0.016637308911148466,0.013949619155799321,0.01495785214814127,0.019859495246104836,0.013994872619955221,0.014960283148708073,0.015560459460703373,0.013993887487757869,0.014959930666533092,0.015636175607359627,0.013949333394385376,0.026132418329900528,0.027741543730587345
2015-03-22,-0.016852123253260413,-0.008361246646541406,-0.00870139404751657,-0.008616926985008162,-0.008486925386440762,-0.00867505635728218,-0.012329183816660967,-0.008361246646541412,-0.008672153904719272,-0.006616413134075699,-0.008367739699483038,-0.008693461150480223,-0.009025317038011682,-0.008484713322176294,-0.025362006704891776,-0.024998269325776635
2015-03-29,-0.0072019328160749865,-0.005175949798658541,-0.00480279311313647,-0.005530917461825543,-0.005025761549404661,-0.005000464538040844,-0.0063736433395350815,-0.005175949798658544,-0.004862436112682193,-0.004924732787283247,-0.005169286471416483,-0.004826837591326475,-0.00482781726931447,-0.005034484870453158,-0.008340344322263916,-0.010076833088086592
2015-04-05,0.034166549459636895,0.02117513167738365,0.008284348326388384,0.008370716305990593,0.021770052066324465,0.008166696358284684,0.006709396184343521,0.021175159675208447,0.008153704893174542,0.009896699119069416,0.02119946450232698,0.008257937934190185,0.01235567805187194,0.02176800004852627,0.030885621447131785,0.019644294727243907
2015-04-12,-0.018138492623929317,-0.011324203674458102,-0.011472854352627373,-0.011836226465612837,-0.011830948991706794,-0.011356351863927472,-0.010125068127481944,-0.011324190421800204,-0.011375312622250295,-0.012665502950583218,-0.011351422085134817,-0.011451532609897657,-0.013956673344425876,-0.011831127723035031,-0.019541071563789036,-0.019456266341454406
2015-04-19,0.04597450525238051,-0.008059238884171819,-0.008714982903464003,-0.017280614186140117,-0.006860076233028176,-0.007509848173475175,-0.023202243308882188,-0.008058607591016195,-0.008913538179031632,-0.01632745455527302,-0.007996591688768175,-0.008684217147283485,-0.01380445354271244,-0.006861792696967245,0.0381994995232208,0.05520094618868344
2015-04-26,-0.010882333374654284,-0.003424540004485479,-0.008770586447999364,-0.007838104122293915,-0.0033524597583441396,-0.009147686109087876,-0.006799005412943688,-0.003424638621111019,-0.008781664845330212,-0.005920631635847402,-0.003423185234573211,-0.008791398427636422,-0.007292807169476218,-0.003352303746462619,-0.01712131426512899,-0.026483289990869442
2015-05-03,0.004291374490508244,0.004291524732892942,0.0087218881693778,0.008825434905107026,0.004429482496972024,0.008602445462043251,0.009340730882193126,0.004291548051413958,0.008632442262160525,0.00935698761134574,0.00430032090270513,0.008702538519721288,0.009781658298919327,0.004430848196034008,0.014071313818745677,0.019085076368803473
2015-05-10,0.0026111289944396555,0.00661876805778632,0.008520601014226067,0.01044613042635623,0.0065772435884533095,0.008256758772115456,0.011589284653653206,0.0066186819101994405,0.008530423802637743,0.010215694476704125,0.006617912942049737,0.008508698584052949,0.010956713842532474,0.006578353570539656,0.000542875351462615,0.002174996030011875
2015-05-17,-0.005513631248381623,-0.007440743277744612,-0.009856985564444053,-0.011707441718029454,-0.007296461339354236,-0.009627786993043112,-0.013934126150201013,-0.007440710692287265,-0.00986297940030483,-0.011115544832660335,-0.007434216116460005,-0.009846731785434718,-0.012548670634703133,-0.007297971120710523,-0.003961512673899357,-0.009312321586710588
2015-05-24,-0.0038773305074701067,-0.0033461117987152256,-0.002293058857024148,-0.0027638558640284755,-0.003347019546871248,-0.0023230530299281774,-0.002071900590404356,-0.003346075364753516,-0.002317324642230535,-0.002222511131426037,-0.0033460022033064926,-0.0022979323321602376,-0.0027018551405673403,-0.0033463971911181366,-0.0022204955319962585,-0.0007284736074758167
2015-05-31,-0.006832064962011103,-0.007790223071548635,-0.009069971604522442,-0.010270766303200621,-0.00768860780837608,-0.008928366872833998,-0.011799739199721554,-0.007790208393075643,-0.009063726133850841,-0.00983638569338037,-0.007785187507036914,-0.009062211302318879,-0.010979477712269942,-0.007689494995839262,-0.007626827452713005,-0.0111416850590111
2015-06-07,0.0016313102385295062,0.0015650963983000238,0.0025323266823995775,0.0025641608843274847,0.0016369056786211078,0.002470446578398803,0.0027671099070836116,0.0015651036703472007,0.002496347195513389,0.0029278164494420155,0.0015691274711785743,0.0025238282659111374,0.0030355071563550307,0.0016373598587384947,0.004484221053409603,0.005530753327983269
2015-06-14,0.002315543650611265,-0.002897431493417886,-0.00040667791286267026,-0.0019979171604439837,-0.002451980718720284,-0.00033524116723533497,-0.004188469984292878,-0.0028973808773710375,-0.00047309108657273393,-0.0006603549558174375,-0.0028720432450405134,-0.0004136755697589649,-0.0016603376992885355,-0.0024516607833095787,0.002401027658726156,0.0029741832833144613
2015-06-21,-0.004804601937847145,-0.004206301915079531,-0.0054672799839941034,-0.0062008447403862355,-0.004314054787404343,-0.00536327942942895,-0.006091076235223299,-0.004206268565043427,-0.005467841601366754,-0.0062220487322239325,-0.0042132302987642105,-0.005461850363432353,-0.0066504463995721574,-0.004314607859973266,-0.0011765104115158127,-0.0023352768751175902
2015-06-28,-0.0054187184244371585,5.2277874282025995e-05,-2.8393642099498392e-05,0.0004973387167496257,-0.0004091598154395786,4.172790976343828e-05,0.0020503774931124844,5.22617780196453e-05,4.204660484853195e-05,-0.0008449350734633636,2.7216040489069608e-05,-1.3643546601280112e-05,-0.0008100622810800285,-0.00040947777532212193,-0.002425100889100996,-0.0015370668657237454
2015-07-05,0.004568537652534649,0.0037882100094723606,0.001657805825204557,0.0006837300228805593,0.003275389548902748,0.002251140496840374,0.0003884768233934976,0.003788225876708046,0.002027540937285379,0.00026095729460535956,0.0037711016768207217,0.001727297118275093,0.0002667051022497662,0.003275511956007909,0.0002717418967784909,-0.0015926101927165811
2015-07-12,0.06267703103049532,0.01680095963579474,0.028645541204544527,0.03006084417650715,0.019088126355503582,0.03304760204364777,0.026043260586228634,0.01680170404001794,0.027709772416911155,0.02255310795142286,0.016873936863925597,0.028725818440839837,0.02675760285454843,0.01908812635550352,0.07806157284088629,0.07027727304429651
2015-07-19,-0.01458795499436694,-0.01463221319274176,-0.017985323517502417,-0.02107867332710968,-0.01764862382375332,-0.01822932369237347,-0.018302353133434403,-0.014632583710109502,-0.017581806041946573,-0.01693216509844228,-0.01475565574748805,-0.017953853208012016,-0.021082370889456047,-0.017648623823753318,0.004152949003100962,0.0097428403091602
2015-07-26,0.01278984742872804,0.012360804160749767,0.00860676198807271,0.008468529237300449,0.01177178685676292,0.008610626696645767,0.008760577417242996,0.012360735264211963,0.00891694240669097,0.008589681782986053,0.012336550527967616,0.008643091279375606,0.008320511762965211,0.01177178685676292,0.010758300747943768,0.012651831143653994
2015-08-02,-0.01094451872529311,-0.013356097472686065,-0.009175226892429496,-0.008342797304642534,-0.012430856637935176,-0.008808516548511626,-0.009374601005539395,-0.013355964311247519,-0.0095328364864382,-0.009994506197354773,-0.013319467148161363,-0.009201167623002566,-0.008807490554443832,-0.012430856637935177,-0.01070870450326131,-0.016033154517972836
2015-08-09,0.013172314191132973,0.0075761477801779996,0.003989967775164062,0.004338073115531587,0.007188358531075306,0.005111619071745877,0.0039272529225415995,0.007576229273238541,0.004228620038214477,0.0027535480554313867,0.007551904776620318,0.004065857868365535,0.0032746465262018668,0.00718835853107529,0.01497046994549395,0.015075934780872595
2015-08-16,-0.04946156156400502,-0.024573440966860465,-0.029426425853803253,-0.030067650031739616,-0.0249143150532678,-0.029840850652687198,-0.029569157599377442,-0.02457350124004753,-0.02895503883407269,-0.028945853967164235,-0.024582373104378174,-0.029386420945627895,-0.029213004706374255,-0.02491431505326779,-0.05883903749384603,-0.06059033332634242
